id,stock_id,close,open,high,low,volume,timestamp
134614,45,2765.58,2774.31,2779.89,2746.93,10669,2025-06-10 12:00:00
134615,45,2744.26,2765.59,2780.33,2717.96,14498,2025-06-10 13:00:00
134616,45,2736.93,2744.26,2754.36,2727.95,9743,2025-06-10 14:00:00
134617,45,2733.56,2736.84,2754.65,2690.92,13357,2025-06-10 15:00:00
134618,45,2731.63,2733.8,2749.99,2729.3,8938,2025-06-10 16:00:00
134619,45,2741.61,2731.62,2753.46,2731.61,6194,2025-06-10 17:00:00
134620,45,2754.97,2741.62,2766.27,2732.25,17210,2025-06-10 18:00:00
134621,45,2775.25,2754.97,2807.99,2754.97,36142,2025-06-10 19:00:00
134622,45,2774.74,2774.49,2776.17,2753.44,11837,2025-06-10 20:00:00
134623,45,2765.88,2774.89,2780.46,2735.86,6300,2025-06-10 21:00:00
134646,45,2803.77,2773.63,2827.18,2773.09,13336,2025-06-10 22:00:00
134647,45,2794.84,2803.8,2806.79,2788.98,1906,2025-06-10 23:00:00
134650,45,2795.9,2816.69,2834.88,2792.69,7385,2025-06-11 00:00:00
134651,45,2794.97,2795.69,2799.81,2794.36,254,2025-06-11 01:00:00
134667,45,2780.91,2785.02,2803.42,2777.28,2298,2025-06-11 02:00:00
134669,45,2791.46,2781.72,2797.99,2780.8,4655,2025-06-11 03:00:00
134670,45,2797.58,2791.45,2804.29,2786.27,3267,2025-06-11 04:00:00
134671,45,2794.08,2797.58,2802.99,2787.4,2477,2025-06-11 05:00:00
134672,45,2792.57,2794.09,2798.47,2780.65,2781,2025-06-11 06:00:00
134673,45,2792.23,2792.61,2802.19,2788.21,2923,2025-06-11 07:00:00
134674,45,2769.56,2792.19,2794.16,2765.46,2893,2025-06-11 08:00:00
134675,45,2759.49,2769.2,2773.78,2754.35,2413,2025-06-11 09:00:00
134676,45,2772.26,2759.68,2773.39,2757.43,1458,2025-06-11 10:00:00
134677,45,2772.47,2772.05,2776.02,2761.37,1831,2025-06-11 11:00:00
134678,45,2805.34,2772.47,2822.28,2764.18,13102,2025-06-11 12:00:00
134679,45,2796.89,2805.35,2819.52,2785.49,12995,2025-06-11 13:00:00
134680,45,2841.18,2796.86,2857.57,2791.78,18585,2025-06-11 14:00:00
134681,45,2865.75,2841.18,2880.0,2829.56,14107,2025-06-11 15:00:00
134682,45,2868.6,2865.5,2876.67,2845.9,6626,2025-06-11 16:00:00
134683,45,2830.67,2868.61,2873.6,2826.81,10043,2025-06-11 17:00:00
134684,45,2822.66,2830.36,2834.69,2801.79,18215,2025-06-11 18:00:00
134685,45,2804.58,2822.89,2827.71,2803.72,10582,2025-06-11 19:00:00
136608,45,2816.3,2814.22,2827.64,2788.75,5616,2025-06-11 20:00:00
136609,45,2785.09,2816.69,2832.59,2776.0,8311,2025-06-11 21:00:00
140527,45,2759.4,2782.92,2787.6,2743.0,14021,2025-06-11 22:00:00
140528,45,2772.39,2759.61,2780.0,2755.2,4811,2025-06-11 23:00:00
140529,45,2776.31,2772.39,2785.93,2760.04,4849,2025-06-12 00:00:00
140530,45,2776.71,2775.79,2779.17,2752.69,3700,2025-06-12 01:00:00
140531,45,2758.49,2776.69,2784.94,2757.59,3916,2025-06-12 02:00:00
140532,45,2765.59,2758.49,2777.27,2746.88,4114,2025-06-12 03:00:00
140533,45,2762.98,2765.58,2769.95,2749.6,2822,2025-06-12 04:00:00
140534,45,2765.2,2762.97,2770.95,2751.89,1507,2025-06-12 05:00:00
140535,45,2768.71,2765.25,2776.82,2755.44,1993,2025-06-12 06:00:00
140536,45,2741.13,2768.87,2774.09,2733.86,4148,2025-06-12 07:00:00
140537,45,2757.99,2740.93,2761.27,2732.94,2612,2025-06-12 08:00:00
140538,45,2753.46,2758.02,2762.62,2749.33,1716,2025-06-12 09:00:00
140539,45,2750.87,2753.3,2754.44,2733.8,2858,2025-06-12 10:00:00
140540,45,2730.38,2750.86,2754.22,2721.37,3668,2025-06-12 11:00:00
140541,45,2737.48,2730.36,2746.59,2712.24,4976,2025-06-12 12:00:00
140542,45,2750.23,2737.22,2755.14,2732.67,7038,2025-06-12 13:00:00
140543,45,2765.65,2750.23,2771.18,2747.64,6404,2025-06-12 14:00:00
140544,45,2720.45,2765.69,2774.09,2714.0,9233,2025-06-12 15:00:00
140545,45,2744.02,2720.39,2746.82,2715.61,12151,2025-06-12 16:00:00
140546,45,2763.1,2744.12,2771.95,2741.31,9672,2025-06-12 17:00:00
140547,45,2736.13,2763.1,2765.1,2719.09,7322,2025-06-12 18:00:00
140548,45,2695.44,2735.98,2745.09,2692.38,11654,2025-06-12 19:00:00
140549,45,2641.05,2695.09,2704.05,2615.0,21482,2025-06-12 20:00:00
140550,45,2634.83,2641.03,2662.49,2632.51,10989,2025-06-12 21:00:00
140551,45,2641.62,2634.72,2650.59,2634.25,5087,2025-06-12 22:00:00
140552,45,2643.8,2641.2,2660.43,2640.0,8151,2025-06-12 23:00:00
140553,45,2528.17,2643.81,2646.79,2517.58,34362,2025-06-13 00:00:00
140635,45,2479.75,2532.06,2532.06,2457.32,28328,2025-06-13 01:00:00
140636,45,2478.0,2500.41,2501.47,2439.17,28036,2025-06-13 02:00:00
140637,45,2516.44,2477.99,2526.77,2476.16,16225,2025-06-13 03:00:00
140638,45,2510.43,2516.44,2521.5,2497.01,7456,2025-06-13 04:00:00
140639,45,2508.62,2510.18,2522.04,2505.18,4553,2025-06-13 05:00:00
140640,45,2534.62,2508.64,2535.27,2493.88,8490,2025-06-13 06:00:00
140641,45,2527.99,2534.55,2543.5,2517.69,9675,2025-06-13 07:00:00
140642,45,2519.26,2527.95,2542.41,2511.81,6164,2025-06-13 08:00:00
140643,45,2522.72,2519.14,2529.1,2507.6,5652,2025-06-13 09:00:00
140644,45,2533.92,2522.57,2535.65,2510.59,4710,2025-06-13 10:00:00
140645,45,2546.63,2534.22,2547.05,2523.59,6800,2025-06-13 11:00:00
140646,45,2543.55,2546.59,2564.82,2538.03,10277,2025-06-13 12:00:00
140647,45,2544.65,2543.57,2563.34,2536.03,7880,2025-06-13 13:00:00
140648,45,2539.85,2544.77,2558.1,2504.67,16444,2025-06-13 14:00:00
140649,45,2553.2,2539.67,2562.2,2531.87,12329,2025-06-13 15:00:00
140650,45,2563.54,2553.06,2587.08,2545.88,9218,2025-06-13 16:00:00
140651,45,2544.46,2563.5,2563.5,2523.86,10488,2025-06-13 17:00:00
140652,45,2530.83,2544.65,2547.44,2511.0,10469,2025-06-13 18:00:00
140653,45,2529.26,2530.96,2543.34,2522.45,6539,2025-06-13 19:00:00
140654,45,2538.82,2528.6,2542.44,2525.2,2505,2025-06-13 20:00:00
140724,45,2546.35,2548.11,2549.68,2543.91,349,2025-06-13 21:00:00
140787,45,2574.45,2555.71,2576.95,2555.71,4804,2025-06-13 22:00:00
140788,45,2580.21,2573.24,2584.92,2568.46,5833,2025-06-13 23:00:00
140789,45,2563.83,2580.25,2580.86,2559.98,3256,2025-06-14 00:00:00
140790,45,2559.36,2563.73,2569.31,2551.58,3952,2025-06-14 01:00:00
140791,45,2556.51,2559.34,2569.98,2553.93,4439,2025-06-14 02:00:00
140792,45,2550.08,2556.51,2561.6,2548.41,2249,2025-06-14 03:00:00
140793,45,2553.04,2550.0,2557.79,2549.64,1419,2025-06-14 04:00:00
140794,45,2553.32,2553.04,2557.98,2548.71,1524,2025-06-14 05:00:00
140795,45,2544.44,2553.14,2557.88,2543.34,2058,2025-06-14 06:00:00
140796,45,2538.66,2544.73,2545.36,2528.1,4014,2025-06-14 07:00:00
140797,45,2537.09,2538.62,2539.33,2528.15,2180,2025-06-14 08:00:00
140798,45,2524.45,2537.07,2537.07,2523.2,1167,2025-06-14 09:00:00
140799,45,2532.38,2524.33,2536.69,2518.88,3488,2025-06-14 10:00:00
140800,45,2539.7,2532.38,2541.16,2531.84,882,2025-06-14 11:00:00
140801,45,2537.83,2539.7,2540.9,2529.94,1299,2025-06-14 12:00:00
140802,45,2535.92,2537.69,2547.77,2527.37,1503,2025-06-14 13:00:00
140803,45,2530.68,2536.11,2538.5,2525.19,1234,2025-06-14 14:00:00
140804,45,2520.71,2530.49,2534.67,2506.17,10517,2025-06-14 15:00:00
140805,45,2498.71,2520.44,2526.99,2492.48,5340,2025-06-14 16:00:00
140806,45,2512.64,2498.73,2519.78,2490.01,2032,2025-06-14 17:00:00
140807,45,2509.27,2512.72,2524.3,2490.0,2771,2025-06-14 18:00:00
140808,45,2509.03,2509.63,2522.96,2505.66,3046,2025-06-14 19:00:00
140809,45,2510.44,2509.04,2514.93,2498.06,4019,2025-06-14 20:00:00
140810,45,2528.66,2510.45,2535.9,2507.44,2032,2025-06-14 21:00:00
140811,45,2526.94,2529.02,2534.51,2519.02,1780,2025-06-14 22:00:00
140812,45,2531.97,2527.3,2540.99,2527.01,1414,2025-06-14 23:00:00
140813,45,2538.79,2531.98,2542.13,2529.81,2420,2025-06-15 00:00:00
140814,45,2530.37,2538.79,2540.65,2526.15,1594,2025-06-15 01:00:00
140815,45,2530.67,2530.48,2539.34,2529.18,857,2025-06-15 02:00:00
140816,45,2531.41,2530.53,2537.18,2528.9,941,2025-06-15 03:00:00
140817,45,2544.76,2531.38,2547.25,2530.75,1986,2025-06-15 04:00:00
140818,45,2551.98,2544.75,2553.53,2536.19,1902,2025-06-15 05:00:00
140819,45,2536.92,2552.24,2553.81,2534.63,1414,2025-06-15 06:00:00
140820,45,2529.52,2536.91,2537.63,2524.0,1050,2025-06-15 07:00:00
140821,45,2521.5,2529.66,2531.21,2519.6,1238,2025-06-15 08:00:00
140822,45,2510.93,2521.49,2521.49,2509.3,1544,2025-06-15 09:00:00
140823,45,2521.02,2511.42,2524.86,2510.98,714,2025-06-15 10:00:00
140824,45,2517.07,2521.31,2524.57,2512.53,1008,2025-06-15 11:00:00
140825,45,2526.82,2516.94,2528.27,2516.59,977,2025-06-15 12:00:00
140826,45,2543.73,2526.74,2545.77,2523.59,2547,2025-06-15 13:00:00
140827,45,2549.48,2543.74,2555.57,2536.5,2447,2025-06-15 14:00:00
140828,45,2542.52,2549.58,2554.59,2539.36,2382,2025-06-15 15:00:00
140829,45,2552.24,2542.6,2556.82,2536.69,1889,2025-06-15 16:00:00
140830,45,2554.37,2552.08,2559.94,2545.2,2730,2025-06-15 17:00:00
140831,45,2549.24,2554.37,2555.47,2541.66,1481,2025-06-15 18:00:00
140832,45,2537.44,2549.25,2554.06,2531.45,1301,2025-06-15 19:00:00
140833,45,2503.99,2537.44,2537.88,2492.42,5490,2025-06-15 20:00:00
140834,45,2517.82,2503.92,2520.07,2498.33,2150,2025-06-15 21:00:00
140835,45,2545.3,2517.72,2550.0,2514.15,6622,2025-06-15 22:00:00
140836,45,2548.03,2545.31,2550.12,2540.0,1952,2025-06-15 23:00:00
140837,45,2545.21,2547.95,2553.01,2538.53,2026,2025-06-16 00:00:00
140838,45,2554.48,2545.21,2559.76,2515.23,6696,2025-06-16 01:00:00
140839,45,2575.0,2554.65,2579.5,2554.65,5102,2025-06-16 02:00:00
140840,45,2568.91,2574.89,2576.03,2565.16,2526,2025-06-16 03:00:00
140841,45,2576.57,2568.95,2579.06,2567.18,2763,2025-06-16 04:00:00
140842,45,2607.9,2576.34,2621.15,2573.92,5851,2025-06-16 05:00:00
140843,45,2608.06,2607.78,2620.63,2603.83,2592,2025-06-16 06:00:00
140844,45,2629.22,2608.2,2640.0,2608.2,14144,2025-06-16 07:00:00
140845,45,2630.74,2629.28,2631.65,2622.0,2170,2025-06-16 08:00:00
140846,45,2621.89,2630.69,2631.31,2618.95,2471,2025-06-16 09:00:00
140847,45,2617.12,2621.89,2634.52,2610.9,3792,2025-06-16 10:00:00
140848,45,2617.78,2617.55,2620.59,2592.57,4072,2025-06-16 11:00:00
140849,45,2615.7,2617.2,2619.79,2605.0,3581,2025-06-16 12:00:00
140850,45,2641.03,2615.63,2647.09,2608.56,15151,2025-06-16 13:00:00
140851,45,2640.99,2640.84,2658.71,2628.0,15532,2025-06-16 14:00:00
140852,45,2647.35,2641.0,2647.35,2635.5,4952,2025-06-16 15:00:00
141190,45,2634.41,2633.47,2635.53,2633.47,89,2025-06-16 16:00:00
144302,45,2634.91,2637.05,2643.69,2629.99,4703,2025-06-16 17:00:00
144303,45,2642.39,2634.74,2646.72,2632.76,2954,2025-06-16 18:00:00
144304,45,2656.89,2654.91,2657.28,2649.75,1148,2025-06-16 19:00:00
144308,45,2670.82,2661.64,2681.97,2645.11,8692,2025-06-16 20:00:00
144309,45,2650.19,2670.81,2672.9,2645.99,5637,2025-06-16 21:00:00
144310,45,2571.6,2650.07,2658.88,2545.22,24994,2025-06-16 22:00:00
144311,45,2545.27,2571.42,2597.85,2536.3,17609,2025-06-16 23:00:00
144312,45,2588.24,2545.41,2589.61,2524.22,17382,2025-06-17 00:00:00
144313,45,2581.04,2588.56,2593.14,2574.32,4274,2025-06-17 01:00:00
144327,45,2577.74,2581.71,2582.15,2574.8,732,2025-06-17 02:00:00
144339,45,2617.6,2609.44,2618.15,2601.57,2674,2025-06-17 03:00:00
146340,45,2610.66,2608.23,2611.19,2606.34,123,2025-06-17 04:00:00
146361,45,2580.52,2592.33,2598.77,2576.77,3553,2025-06-17 05:00:00
146357,45,2582.85,2580.39,2588.95,2575.27,2365,2025-06-17 06:00:00
146362,45,2583.05,2582.87,2587.03,2570.73,2471,2025-06-17 07:00:00
146363,45,2572.02,2582.67,2586.27,2566.14,2293,2025-06-17 08:00:00
146364,45,2566.89,2571.93,2577.2,2561.9,3064,2025-06-17 09:00:00
146358,45,2557.56,2567.04,2569.68,2545.05,2681,2025-06-17 10:00:00
146365,45,2552.75,2557.16,2557.65,2542.18,2187,2025-06-17 11:00:00
146359,45,2548.42,2552.68,2560.09,2545.91,2984,2025-06-17 12:00:00
146366,45,2553.15,2548.1,2564.54,2546.95,6662,2025-06-17 13:00:00
146360,45,2554.59,2553.49,2569.38,2547.79,4228,2025-06-17 14:00:00
146367,45,2499.2,2534.21,2541.38,2482.14,23058,2025-06-17 15:00:00
146368,45,2498.82,2499.49,2501.0,2497.51,680,2025-06-17 16:00:00
146369,45,2476.04,2461.86,2478.06,2454.0,7645,2025-06-17 17:00:00
148470,45,2468.69,2467.55,2468.94,2465.0,209,2025-06-17 18:00:00
148478,45,2498.5,2497.87,2501.76,2497.56,202,2025-06-17 19:00:00
151908,45,2532.05,2529.14,2532.79,2527.76,643,2025-06-17 20:00:00
151929,45,2511.18,2511.25,2517.23,2510.0,541,2025-06-17 21:00:00
151930,45,2495.04,2520.57,2521.8,2492.37,3494,2025-06-17 22:00:00
151931,45,2518.38,2495.02,2519.97,2493.71,2318,2025-06-17 23:00:00
151940,45,2526.49,2510.64,2530.24,2506.43,3933,2025-06-18 00:00:00
151980,45,2519.93,2526.42,2536.92,2518.75,4068,2025-06-18 01:00:00
151941,45,2515.44,2520.03,2530.25,2514.66,1956,2025-06-18 02:00:00
151981,45,2528.37,2515.43,2532.5,2512.01,2948,2025-06-18 03:00:00
151982,45,2537.67,2528.52,2547.01,2525.9,2500,2025-06-18 04:00:00
151942,45,2537.29,2537.68,2544.2,2534.34,1376,2025-06-18 05:00:00
151943,45,2525.19,2537.72,2541.32,2520.01,2670,2025-06-18 06:00:00
151944,45,2533.93,2524.36,2534.18,2518.29,1282,2025-06-18 07:00:00
151945,45,2533.89,2533.93,2548.52,2527.24,2095,2025-06-18 08:00:00
151983,45,2527.07,2533.85,2541.14,2521.05,1401,2025-06-18 09:00:00
151946,45,2495.27,2527.21,2530.1,2489.38,3109,2025-06-18 10:00:00
151947,45,2514.34,2495.33,2517.58,2490.96,2124,2025-06-18 11:00:00
151948,45,2494.21,2514.35,2516.54,2491.58,2903,2025-06-18 12:00:00
151984,45,2503.12,2494.21,2506.39,2466.38,7676,2025-06-18 13:00:00
151985,45,2506.12,2502.28,2539.52,2494.62,11652,2025-06-18 14:00:00
151949,45,2509.88,2506.12,2521.34,2491.28,5304,2025-06-18 15:00:00
151950,45,2500.71,2509.81,2515.5,2495.63,3038,2025-06-18 16:00:00
151986,45,2497.26,2500.5,2504.49,2467.44,4304,2025-06-18 17:00:00
151951,45,2475.83,2497.11,2519.67,2473.51,6697,2025-06-18 18:00:00
151987,45,2492.94,2475.95,2510.95,2471.41,5681,2025-06-18 19:00:00
151952,45,2529.37,2492.93,2538.9,2483.41,6074,2025-06-18 20:00:00
151953,45,2529.62,2529.36,2538.21,2511.12,3893,2025-06-18 21:00:00
151954,45,2526.16,2529.09,2534.91,2520.61,2573,2025-06-18 22:00:00
151988,45,2525.54,2525.85,2533.95,2515.19,3031,2025-06-18 23:00:00
151989,45,2530.29,2525.49,2548.35,2514.01,3620,2025-06-19 00:00:00
151955,45,2515.6,2530.3,2531.63,2507.0,2801,2025-06-19 01:00:00
151956,45,2515.06,2515.59,2527.31,2508.34,1500,2025-06-19 02:00:00
151957,45,2526.0,2515.08,2526.98,2514.85,1061,2025-06-19 03:00:00
151990,45,2525.14,2526.0,2526.19,2515.0,1102,2025-06-19 04:00:00
151958,45,2522.62,2524.9,2531.75,2520.4,1799,2025-06-19 05:00:00
151991,45,2519.57,2522.48,2528.05,2517.0,879,2025-06-19 06:00:00
151992,45,2519.17,2519.7,2526.31,2518.07,488,2025-06-19 07:00:00
151959,45,2523.96,2519.41,2530.57,2519.14,683,2025-06-19 08:00:00
151993,45,2538.74,2523.86,2543.47,2522.47,1303,2025-06-19 09:00:00
151960,45,2538.81,2538.74,2544.92,2534.22,1313,2025-06-19 10:00:00
151961,45,2532.61,2539.14,2539.15,2527.95,6876,2025-06-19 11:00:00
151962,45,2525.83,2532.47,2537.63,2520.06,1552,2025-06-19 12:00:00
151963,45,2510.18,2525.98,2526.56,2507.71,2828,2025-06-19 13:00:00
151964,45,2497.56,2510.27,2522.74,2495.47,3318,2025-06-19 14:00:00
151965,45,2493.72,2497.56,2505.96,2490.65,2496,2025-06-19 15:00:00
151994,45,2488.42,2493.53,2504.74,2485.37,2287,2025-06-19 16:00:00
151995,45,2508.88,2488.43,2523.0,2486.71,3787,2025-06-19 17:00:00
151996,45,2505.19,2508.88,2518.27,2499.65,1693,2025-06-19 18:00:00
151997,45,2505.29,2505.19,2511.31,2498.35,1024,2025-06-19 19:00:00
151998,45,2507.53,2505.39,2517.12,2502.92,1219,2025-06-19 20:00:00
151966,45,2510.55,2507.53,2515.52,2504.59,2123,2025-06-19 21:00:00
151967,45,2524.2,2510.55,2532.86,2510.19,3594,2025-06-19 22:00:00
151968,45,2521.52,2524.2,2530.62,2519.56,2129,2025-06-19 23:00:00
151969,45,2526.21,2521.79,2532.62,2520.63,1964,2025-06-20 00:00:00
151970,45,2527.82,2526.1,2531.0,2516.93,1675,2025-06-20 01:00:00
151999,45,2518.21,2527.72,2528.94,2514.19,2209,2025-06-20 02:00:00
151971,45,2517.66,2518.21,2523.48,2511.12,2893,2025-06-20 03:00:00
151972,45,2504.53,2517.73,2520.92,2504.01,2211,2025-06-20 04:00:00
152000,45,2516.1,2504.53,2516.83,2503.94,1309,2025-06-20 05:00:00
151973,45,2521.77,2516.43,2524.72,2516.24,974,2025-06-20 06:00:00
152001,45,2549.99,2521.55,2552.38,2519.6,7999,2025-06-20 07:00:00
151974,45,2554.06,2550.18,2569.2,2544.08,4231,2025-06-20 08:00:00
152002,45,2553.98,2553.9,2556.26,2546.07,1354,2025-06-20 09:00:00
151975,45,2553.3,2553.98,2558.0,2548.06,1198,2025-06-20 10:00:00
152003,45,2550.29,2553.22,2556.38,2541.63,2358,2025-06-20 11:00:00
151976,45,2552.45,2550.05,2558.75,2547.33,2375,2025-06-20 12:00:00
151977,45,2536.67,2552.45,2560.0,2528.63,5276,2025-06-20 13:00:00
151978,45,2490.1,2536.58,2541.62,2489.52,6921,2025-06-20 14:00:00
151979,45,2490.75,2490.1,2509.53,2488.0,8746,2025-06-20 15:00:00
153010,45,2495.44,2494.41,2496.26,2493.87,80,2025-06-20 16:00:00
153237,45,2402.65,2482.94,2487.93,2395.76,14071,2025-06-20 17:00:00
158381,45,2415.85,2419.82,2420.59,2414.28,1008,2025-06-20 18:00:00
158382,45,2420.5,2420.4,2420.73,2418.6,140,2025-06-20 19:00:00
158452,45,2429.75,2414.83,2438.58,2414.25,6291,2025-06-20 20:00:00
158526,45,2417.48,2427.71,2427.88,2411.0,2160,2025-06-20 21:00:00
158527,45,2388.01,2417.3,2418.89,2382.53,6910,2025-06-20 22:00:00
158528,45,2405.42,2391.51,2406.21,2384.0,2685,2025-06-20 23:00:00
158532,45,2401.94,2407.2,2407.32,2399.16,393,2025-06-21 00:00:00
158545,45,2427.28,2411.85,2427.28,2410.76,1553,2025-06-21 01:00:00
158586,45,2423.59,2431.73,2433.81,2418.51,1619,2025-06-21 02:00:00
158578,45,2426.13,2423.34,2431.72,2423.34,1393,2025-06-21 03:00:00
158579,45,2423.59,2426.15,2427.61,2419.39,1683,2025-06-21 04:00:00
158587,45,2424.64,2423.62,2427.87,2419.37,939,2025-06-21 05:00:00
158588,45,2425.44,2424.64,2429.09,2421.59,495,2025-06-21 06:00:00
158589,45,2427.55,2425.85,2428.72,2420.38,654,2025-06-21 07:00:00
158580,45,2442.15,2427.34,2444.54,2424.04,1794,2025-06-21 08:00:00
158590,45,2445.36,2442.09,2449.05,2432.83,1658,2025-06-21 09:00:00
158581,45,2439.4,2445.47,2447.81,2431.68,2498,2025-06-21 10:00:00
158582,45,2443.16,2439.45,2447.44,2436.66,966,2025-06-21 11:00:00
158591,45,2436.26,2443.17,2445.73,2434.64,1166,2025-06-21 12:00:00
158592,45,2420.91,2436.48,2443.45,2413.53,2386,2025-06-21 13:00:00
158593,45,2419.95,2420.76,2435.17,2414.74,2356,2025-06-21 14:00:00
158583,45,2424.09,2420.04,2428.26,2412.69,1058,2025-06-21 15:00:00
158584,45,2416.81,2424.02,2428.6,2414.29,1643,2025-06-21 16:00:00
158594,45,2399.69,2417.2,2424.54,2396.78,2498,2025-06-21 17:00:00
158585,45,2401.86,2399.8,2409.59,2399.05,2565,2025-06-21 18:00:00
158595,45,2386.01,2387.67,2400.63,2384.4,7873,2025-06-21 19:00:00
158598,45,2404.04,2385.15,2409.27,2378.49,3857,2025-06-21 20:00:00
158596,45,2283.02,2404.04,2406.23,2237.64,24029,2025-06-21 21:00:00
158597,45,2296.03,2282.63,2308.7,2280.71,3238,2025-06-21 22:00:00
158622,45,2269.26,2287.73,2292.43,2260.35,6570,2025-06-21 23:00:00
158882,45,2295.57,2297.26,2315.15,2256.77,16151,2025-06-22 00:00:00
158901,45,2267.41,2295.5,2302.02,2265.77,7790,2025-06-22 01:00:00
158902,45,2266.25,2267.25,2285.62,2247.04,9765,2025-06-22 02:00:00
158903,45,2265.49,2266.44,2276.79,2251.53,3913,2025-06-22 03:00:00
158883,45,2282.77,2265.37,2289.55,2262.58,2286,2025-06-22 04:00:00
158904,45,2289.6,2282.76,2295.0,2280.0,2589,2025-06-22 05:00:00
158905,45,2287.96,2289.6,2298.91,2284.8,1719,2025-06-22 06:00:00
158906,45,2271.2,2287.87,2289.99,2268.43,2476,2025-06-22 07:00:00
158907,45,2275.4,2271.48,2278.88,2264.09,1323,2025-06-22 08:00:00
158884,45,2242.88,2275.25,2280.85,2237.82,6430,2025-06-22 09:00:00
158885,45,2260.17,2242.78,2265.92,2239.73,3608,2025-06-22 10:00:00
158908,45,2274.17,2260.09,2281.8,2259.14,21280,2025-06-22 11:00:00
158909,45,2280.51,2274.19,2288.7,2266.36,3865,2025-06-22 12:00:00
158886,45,2200.65,2280.64,2285.82,2163.74,30608,2025-06-22 13:00:00
158910,45,2201.68,2200.61,2212.72,2156.45,19117,2025-06-22 14:00:00
158911,45,2175.44,2201.57,2208.19,2169.23,11476,2025-06-22 15:00:00
158912,45,2197.52,2175.26,2198.99,2173.67,7914,2025-06-22 16:00:00
158913,45,2193.2,2197.34,2220.19,2186.85,7807,2025-06-22 17:00:00
158914,45,2183.57,2193.2,2199.69,2180.0,4866,2025-06-22 18:00:00
158887,45,2184.72,2183.46,2191.35,2171.03,5086,2025-06-22 19:00:00
158915,45,2188.55,2184.72,2198.04,2113.0,22787,2025-06-22 20:00:00
158888,45,2179.66,2188.55,2197.11,2174.19,5109,2025-06-22 21:00:00
158889,45,2234.84,2179.62,2237.2,2177.1,20137,2025-06-22 22:00:00
158890,45,2228.46,2234.96,2238.19,2220.39,6835,2025-06-22 23:00:00
158891,45,2242.0,2228.46,2261.11,2222.78,9577,2025-06-23 00:00:00
158892,45,2246.93,2242.24,2249.13,2225.94,4394,2025-06-23 01:00:00
158893,45,2239.88,2247.09,2248.85,2234.45,4341,2025-06-23 02:00:00
158894,45,2235.54,2239.87,2245.0,2231.81,2708,2025-06-23 03:00:00
158895,45,2234.65,2235.73,2244.99,2228.68,2372,2025-06-23 04:00:00
